id,status_group
23543,non functional
26902,non functional
47818,functional
9714,non functional
61308,functional
49686,non functional
25027,non functional
41639,non functional
32908,non functional
16670,functional
32487,functional
19196,functional
70805,non functional
2530,non functional
60828,functional
15336,functional
59098,non functional
73678,functional
67988,functional
57813,non functional
44655,functional
72199,non functional
43216,non functional
2603,non functional
65123,functional
10825,functional
20752,functional
45334,functional
51984,functional
68671,functional
17404,non functional
68969,functional
44266,non functional
24218,non functional
64735,non functional
63916,non functional
4099,non functional
51380,non functional
45945,functional
48597,non functional
40168,non functional
58318,non functional
66143,functional
21902,non functional
12213,non functional
37627,functional
41360,functional
27536,functional
3622,functional
40265,functional
40661,functional
47916,functional
37551,functional
44928,functional
56298,non functional
17511,functional
7431,non functional
30535,non functional
41436,non functional
5549,non functional
33286,functional needs repair
1056,functional
28830,non functional
24809,non functional
58012,functional needs repair
48163,functional
30588,non functional
18596,functional
11283,non functional
70437,non functional
8495,non functional
21433,functional
10115,non functional
20404,non functional
57821,non functional
46370,non functional
47199,functional
20424,non functional
25797,functional
55359,functional
16643,non functional
12404,functional
65298,non functional
60531,functional
59761,non functional
7065,functional
54271,functional
9225,non functional
10610,non functional
42239,non functional
56523,non functional
59299,functional
8236,non functional
65043,non functional
14224,functional
51203,non functional
59735,functional
22028,non functional
3636,non functional
4792,functional
49115,functional
24087,non functional
36443,non functional
22236,non functional
28094,non functional
5340,non functional
70137,non functional
64355,non functional
60694,non functional
42334,functional
68141,functional
8834,non functional
53148,non functional
45612,functional
34904,functional
73881,functional
24264,non functional
71702,functional
69095,non functional
48254,functional
2823,functional
15745,functional
29097,functional
15,non functional
25749,functional
8973,functional
33063,functional
65706,non functional
47063,functional
41921,functional
44641,functional
27782,functional
56241,non functional
51863,non functional
34562,functional
73502,functional
13172,functional
36279,non functional
64502,non functional
12664,non functional
10587,functional
59194,non functional
12190,non functional
70939,functional
16333,functional
59599,non functional
61970,functional
59598,non functional
18400,non functional
16924,non functional
40293,non functional
68217,non functional
43825,non functional
58950,non functional
70537,non functional
16162,non functional
8802,functional
12217,functional
45456,non functional
62988,functional
24496,non functional
25490,functional
62759,functional
36283,non functional
63820,non functional
19797,non functional
73747,non functional
5787,non functional
37541,non functional
72946,non functional
48629,non functional
14460,non functional
71677,functional
15965,functional
15280,functional
57585,non functional
50975,functional needs repair
40442,functional
12925,non functional
14371,non functional
42469,non functional
68384,functional
15563,functional
74032,functional
72233,functional
42924,functional
26684,non functional
40214,non functional
33323,non functional
45390,non functional
11494,non functional
8688,functional
44442,non functional
3077,functional
8545,functional
63338,non functional
27693,non functional
28686,functional
17878,non functional
2781,functional
9760,non functional
31746,non functional
38532,functional
28085,non functional
66783,functional
62348,functional needs repair
10415,non functional
64277,non functional
30243,functional
18608,functional
72084,functional
69497,non functional
58313,functional
73001,functional
32260,functional
468,non functional
3814,non functional
